R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,q_prop,kappa_prop,q_rec,kappa_rec,seed_design,replication,psi_prop,psi_rec,q_prop_realised,kappa_prop_realised,psi_prop_realised,q_rec_realised,kappa_rec_realised,psi_rec_realised
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.2,0.4,0.2,0.4,0,0,0.08000000000000002,0.08000000000000002,,,,,,
0.9337684388888888,0.06623156111111117,0.4425000000000001,0.5574999999999999,51.0,213.0,False,876.0,0.0,1.0,10,operational,0.2,0.4,0.2,0.4,0,0,0.08000000000000002,0.08000000000000002,0.2,0.4,0.08000000000000002,0.0,0.0,0.0
0.9333292096688034,0.0666707903311966,0.4325000000000001,0.5674999999999999,44.0,218.0,False,876.0,0.0,1.0,01,operational,0.2,0.4,0.2,0.4,0,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.2,0.4,0.08000000000000002
0.9316231802799615,0.0683768197200385,0.4425000000000001,0.5574999999999999,51.0,218.0,False,876.0,0.0,1.0,11,operational,0.2,0.4,0.2,0.4,0,0,0.08000000000000002,0.08000000000000002,0.2,0.4,0.08000000000000002,0.2,0.4,0.08000000000000002
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.2,0.4,0.2,0.4,1,0,0.08000000000000002,0.08000000000000002,,,,,,
0.933492561111111,0.06650743888888899,0.4465,0.5535,54.0,213.0,False,876.0,0.0,1.0,10,operational,0.2,0.4,0.2,0.4,1,0,0.08000000000000002,0.08000000000000002,0.2,0.4,0.08000000000000002,0.0,0.0,0.0
0.9333964917200854,0.06660350827991457,0.4325000000000001,0.5674999999999999,44.0,218.0,False,876.0,0.0,1.0,01,operational,0.2,0.4,0.2,0.4,1,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.2,0.4,0.08000000000000002
0.9314087534770747,0.06859124652292525,0.4465,0.5535,54.0,218.0,False,876.0,0.0,1.0,11,operational,0.2,0.4,0.2,0.4,1,0,0.08000000000000002,0.08000000000000002,0.2,0.4,0.08000000000000002,0.2,0.4,0.08000000000000002
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.2,0.4,0.2,0.4,2,0,0.08000000000000002,0.08000000000000002,,,,,,
0.9339357828703704,0.06606421712962962,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,10,operational,0.2,0.4,0.2,0.4,2,0,0.08000000000000002,0.08000000000000002,0.2,0.4,0.08000000000000002,0.0,0.0,0.0
